Bias,Order
0.03996000066399574,0.05570382997393608
0.07995999604463577,0.14751271903514862
0.1199599951505661,0.17488956451416016
0.15996000170707703,0.18696457147598267
0.19995999336242676,0.19264578819274902
0.23995999991893768,0.1889018714427948
0.2799600064754486,0.1913055032491684
0.31995999813079834,0.20078784227371216
0.35995998978614807,0.21113842725753784
0.3999599814414978,0.22724337875843048
0.4399600028991699,0.23083703219890594
0.47995999455451965,0.23187004029750824
0.5199599862098694,0.24579761922359467
0.5599600076675415,0.2565686106681824
0.5999599695205688,0.27596357464790344
0.639959990978241,0.28749287128448486
0.6799600124359131,0.3067140579223633
0.7199599742889404,0.31872251629829407
0.7599599957466125,0.3544790744781494
0.7999599575996399,0.3831363022327423
0.839959979057312,0.4187421500682831
0.8799600005149841,0.4649357497692108
0.9199599623680115,0.5044371485710144
0.9599599838256836,0.5578328371047974
0.9999599456787109,0.6170787811279297
1.0399600267410278,0.6748036742210388
1.0799599885940552,0.7245668768882751
1.1199599504470825,0.6643494367599487
1.1599599123001099,0.8469223380088806
1.1999599933624268,0.9266815781593323
1.239959955215454,0.9289317727088928
1.2799599170684814,0.9389640092849731
1.3199599981307983,0.9403655529022217
1.3599599599838257,0.9397475719451904
1.399959921836853,0.943172812461853
1.43996000289917,0.9525284767150879
1.4799599647521973,0.9570725560188293
1.5199599266052246,0.9646272659301758
1.5599600076675415,0.967568039894104
1.5999599695205688,0.9705353379249573
1.6399599313735962,0.9728627800941467
1.679960012435913,0.9733561277389526
1.7199599742889404,0.9770385026931763
1.7599599361419678,0.9789410829544067
1.7999598979949951,0.98064124584198
1.839959979057312,0.9808140397071838
1.8799599409103394,0.9830514192581177
1.9199599027633667,0.9836074113845825
1.9599599838256836,0.9844244718551636
1.999959945678711,0.985680341720581
